timestamp,open,high,low,close,volume
2026-09-10 05:30:00+00:00,78447.31,78554.18,78368.01,78500.05,43.46881191
2026-09-10 06:00:00+00:00,78502.14,78513.92,78133.77,78190.07,32.05341967
2026-09-10 06:30:00+00:00,78190.07,78505.38,78133.77,78394.43,40.96691799
2026-09-10 07:00:00+00:00,78394.43,78394.44,77981.0,77998.4,63.08514817
2026-09-10 07:30:00+00:00,77998.39,78129.92,77876.66,78079.51,63.26410591
2026-09-10 08:00:00+00:00,78079.51,78147.31,78011.19,78139.86,63.11808042
2026-09-10 08:30:00+00:00,78139.87,78148.5,78008.35,78085.45,41.55262166
2026-09-10 09:00:00+00:00,78085.45,78199.74,78076.48,78172.87,34.66355577
2026-09-10 09:30:00+00:00,78172.87,78172.88,77889.53,77959.8,58.32029184
2026-09-10 10:00:00+00:00,77959.81,78013.37,77896.1,77954.62,56.78524862
2026-09-10 10:30:00+00:00,77954.62,78021.28,77793.68,77830.44,56.22333237
2026-09-10 11:00:00+00:00,77830.44,78041.24,77663.56,77984.82,73.11917153
2026-09-10 11:30:00+00:00,77984.83,78027.77,77798.03,77810.35,70.4033774
2026-09-10 12:00:00+00:00,77810.35,77862.01,77639.92,77772.73,137.60271327
2026-09-10 12:30:00+00:00,77780.68,77931.0,76630.13,76868.45,956.96435233
2026-09-10 13:00:00+00:00,76869.11,77071.74,76700.06,76904.68,447.89336605
2026-09-10 13:30:00+00:00,76904.69,77221.62,76729.51,77145.03,424.63007392
2026-09-10 14:00:00+00:00,77145.02,77366.0,76917.89,77244.68,352.55069912
2026-09-10 14:30:00+00:00,77239.42,77403.97,77201.94,77390.8,159.48863231
2026-09-10 15:00:00+00:00,77390.8,77390.81,77062.07,77069.51,137.37898679
2026-09-10 15:30:00+00:00,77071.22,77328.11,77056.34,77218.74,95.9827161
2026-09-10 16:00:00+00:00,77218.74,77275.0,76837.43,76881.77,204.12730396
2026-09-10 16:30:00+00:00,76880.84,77203.02,76757.11,77160.22,215.37146739
2026-09-10 17:00:00+00:00,77160.21,77299.99,77078.38,77290.54,311.10014731
2026-09-10 17:30:00+00:00,77290.55,77518.0,77264.0,77286.04,166.46051315
2026-09-10 18:00:00+00:00,77286.05,77305.18,76947.1,77033.19,106.01895017
2026-09-10 18:30:00+00:00,77033.2,77266.0,77008.49,77218.6,88.95292216
2026-09-10 19:00:00+00:00,77218.91,77227.98,77075.01,77161.65,95.26113289
2026-09-10 19:30:00+00:00,77161.65,77270.2,77039.61,77123.6,132.38084556
2026-09-10 20:00:00+00:00,77128.07,77325.53,77071.81,77259.96,112.59413419
2026-09-10 20:30:00+00:00,77259.97,77289.08,77191.12,77239.01,78.04149549
2026-09-10 21:00:00+00:00,77239.02,77278.77,77161.78,77206.21,125.56322057
2026-09-10 21:30:00+00:00,77206.2,77213.55,77077.78,77125.97,71.61002512
2026-09-10 22:00:00+00:00,77125.98,77197.31,77048.46,77048.51,73.33017081
2026-09-10 22:30:00+00:00,77048.5,77068.04,76785.67,76802.14,101.51882624
2026-09-10 23:00:00+00:00,76802.16,76846.34,76440.0,76713.46,197.44232766
2026-09-10 23:30:00+00:00,76713.46,76792.24,76457.53,76536.55,191.43850759
2026-09-11 00:00:00+00:00,76536.55,76844.33,76509.04,76816.68,169.19831057
2026-09-11 00:30:00+00:00,76816.68,76910.28,76653.75,76878.72,50.00606502
2026-09-11 01:00:00+00:00,76878.71,76981.47,76758.72,76783.29,75.67214105
2026-09-11 01:30:00+00:00,76783.3,76949.81,76634.33,76949.1,82.42407257
2026-09-11 02:00:00+00:00,76949.09,76987.9,76730.2,76776.94,95.56423925
2026-09-11 02:30:00+00:00,76776.93,76904.99,76745.99,76813.67,44.85879375
2026-09-11 03:00:00+00:00,76813.67,76867.62,76661.72,76791.33,102.13055149
2026-09-11 03:30:00+00:00,76787.82,76871.38,76673.9,76866.34,84.18707634
2026-09-11 04:00:00+00:00,76865.74,77160.77,76857.42,77147.28,123.33360891
2026-09-11 04:30:00+00:00,77147.85,77164.15,77053.06,77086.0,28.5728537
2026-09-11 05:00:00+00:00,77086.0,77129.64,77036.66,77065.35,44.64576605
2026-09-11 05:30:00+00:00,77065.35,77230.66,77045.88,77225.28,47.61706184
2026-09-11 06:00:00+00:00,77225.28,77405.99,77198.72,77245.9,67.64503396
2026-09-11 06:30:00+00:00,77245.9,77270.37,77139.28,77265.11,59.17820398
2026-09-11 07:00:00+00:00,77265.11,77379.47,77253.52,77303.21,55.30747104
2026-09-11 07:30:00+00:00,77303.21,77318.98,77168.67,77199.53,54.23804542
2026-09-11 08:00:00+00:00,77199.53,77438.11,77103.27,77357.77,60.45548567
2026-09-11 08:30:00+00:00,77353.51,77477.32,77307.19,77337.07,53.67397447
2026-09-11 09:00:00+00:00,77337.07,77349.42,77108.84,77110.06,69.32775688
2026-09-11 09:30:00+00:00,77110.06,77143.62,76822.2,77005.96,87.54430967
2026-09-11 10:00:00+00:00,77004.43,77143.44,76938.06,77006.46,60.12344017
2026-09-11 10:30:00+00:00,77006.47,77033.04,76923.52,76966.64,38.96849716
2026-09-11 11:00:00+00:00,76966.64,76966.65,76711.07,76815.95,77.81321512
2026-09-11 11:30:00+00:00,76815.95,77014.89,76755.55,76999.27,92.98432146
2026-09-11 12:00:00+00:00,76999.27,77413.17,76864.9,77063.72,191.76759384
2026-09-11 12:30:00+00:00,77064.25,78105.02,76030.0,77990.86,677.7097407
2026-09-11 13:00:00+00:00,77995.3,78003.0,77472.05,77486.85,207.22580262
2026-09-11 13:30:00+00:00,77486.32,79309.99,77216.4,79223.77,801.17919385
2026-09-11 14:00:00+00:00,79223.77,79852.22,78771.91,79013.57,663.20795642
2026-09-11 14:30:00+00:00,79017.1,79028.23,78474.16,78776.91,308.25619352
2026-09-11 15:00:00+00:00,78781.41,78831.26,78465.35,78693.97,189.80723523
2026-09-11 15:30:00+00:00,78693.97,78822.37,77278.88,77694.35,329.3043301
2026-09-11 16:00:00+00:00,77691.97,78042.65,77363.14,77653.85,273.13112326
2026-09-11 16:30:00+00:00,77653.87,77977.9,77509.73,77893.44,138.54035723
2026-09-11 17:00:00+00:00,77893.45,77948.84,77679.06,77822.33,133.32702469
2026-09-11 17:30:00+00:00,77822.34,77862.32,77456.66,77505.18,132.23284499
2026-09-11 18:00:00+00:00,77505.18,77519.51,76850.0,77189.11,320.23010742
2026-09-11 18:30:00+00:00,77189.1,77268.82,76919.28,77033.98,88.5801306
2026-09-11 19:00:00+00:00,77029.26,77278.95,76973.07,77207.75,91.66381754
2026-09-11 19:30:00+00:00,77207.75,77355.15,77166.3,77257.36,135.44475511
2026-09-11 20:00:00+00:00,77266.12,77505.57,77255.02,77372.93,147.57039094
2026-09-11 20:30:00+00:00,77372.94,77445.89,77175.12,77305.96,88.74481669
2026-09-11 21:00:00+00:00,77307.52,77411.26,77295.88,77342.68,75.02700712
2026-09-11 21:30:00+00:00,77342.69,77391.45,77063.51,77106.23,80.25854453
2026-09-11 22:00:00+00:00,77106.24,77221.9,76948.83,77105.98,164.82968395
2026-09-11 22:30:00+00:00,77095.84,77192.71,76973.96,77121.61,171.66182296
2026-09-11 23:00:00+00:00,77121.61,77197.72,77092.13,77174.2,96.13872392
2026-09-11 23:30:00+00:00,77174.2,77210.88,77129.15,77208.55,79.68969436
2026-09-12 00:00:00+00:00,77208.55,77295.89,77184.96,77254.52,48.7425477
2026-09-12 00:30:00+00:00,77254.51,77312.0,77224.32,77271.11,32.41040485
2026-09-12 01:00:00+00:00,77271.12,77372.86,77237.27,77310.35,49.57988344
2026-09-12 01:30:00+00:00,77310.35,77320.0,77242.48,77250.02,43.72326222
2026-09-12 02:00:00+00:00,77250.02,77314.82,77250.01,77269.75,32.33822014
2026-09-12 02:30:00+00:00,77269.75,77303.04,77206.75,77270.69,44.21978921
2026-09-12 03:00:00+00:00,77270.68,77333.87,77221.94,77279.93,44.43536484
2026-09-12 03:30:00+00:00,77279.92,77279.93,77222.74,77259.23,23.50533224
2026-09-12 04:00:00+00:00,77259.24,77309.84,77206.76,77237.98,35.47188247
2026-09-12 04:30:00+00:00,77237.99,77289.68,77206.75,77206.75,54.5514073
2026-09-12 05:00:00+00:00,77206.76,77238.32,77152.54,77184.96,44.78652164
2026-09-12 05:30:00+00:00,77179.27,77253.36,77179.27,77200.0,35.57451463
2026-09-12 06:00:00+00:00,77200.01,77231.18,77176.21,77228.42,16.60229424
2026-09-12 06:30:00+00:00,77228.42,77347.69,77228.42,77279.06,21.42992411
2026-09-12 07:00:00+00:00,77279.05,77348.39,77279.05,77287.58,13.89606479
2026-09-12 07:30:00+00:00,77287.59,77290.0,77242.62,77257.0,26.79905479
2026-09-12 08:00:00+00:00,77257.0,77333.71,77244.0,77282.67,48.64130662
2026-09-12 08:30:00+00:00,77282.67,77356.54,77282.67,77340.73,20.05247654
2026-09-12 09:00:00+00:00,77340.73,77368.79,77313.3,77350.97,39.72221425
2026-09-12 09:30:00+00:00,77354.88,77362.64,77301.0,77336.02,34.18968748
2026-09-12 10:00:00+00:00,77336.03,77387.28,77334.5,77356.2,13.51386212
2026-09-12 10:30:00+00:00,77356.2,77365.0,77289.66,77311.71,19.22850727
2026-09-12 11:00:00+00:00,77311.71,77333.25,77268.04,77279.4,26.48701408
2026-09-12 11:30:00+00:00,77279.4,77344.74,77271.15,77339.8,15.08169014
2026-09-12 12:00:00+00:00,77339.8,77346.49,77291.23,77309.99,24.36711181
2026-09-12 12:30:00+00:00,77310.0,77327.44,77261.92,77319.47,20.27515884
2026-09-12 13:00:00+00:00,77319.48,77381.01,77231.61,77288.57,62.53283731
2026-09-12 13:30:00+00:00,77288.57,77351.6,77248.76,77351.6,49.83409295
2026-09-12 14:00:00+00:00,77351.6,77410.0,77349.0,77402.55,47.68119521
2026-09-12 14:30:00+00:00,77402.9,77495.0,77400.03,77444.01,48.66560477
2026-09-12 15:00:00+00:00,77446.62,77472.46,77380.0,77434.56,42.3114441
2026-09-12 15:30:00+00:00,77434.57,77434.57,77339.86,77363.97,46.17122084
2026-09-12 16:00:00+00:00,77363.97,77403.7,77321.8,77357.82,18.7692302
